,Number of Beds,FTE - Employees on Payroll,Inpatient Revenue,Outpatient Revenue
3229,343.0,1405.63,800225410.0,1103785607.0
3230,116.0,1241.4,37791722.0,425099559.0
3231,245.0,1247.33,605779781.0,511099106.0
3234,100.0,320.5,131922982.0,139973432.0
3235,175.0,616.22,169261273.0,316140851.0
3236,59.0,431.0,66971143.0,214985953.0
3237,137.0,1756.62,422116252.0,853659501.0
3238,176.0,1496.43,543483828.0,493121110.0
3239,612.0,3499.38,1815514586.0,864887082.0
3240,48.0,270.97,66403233.0,136801584.0
3241,184.0,777.93,313982769.0,360140929.0
3242,11.0,739.58,35843122.0,524791734.0
3243,193.0,1960.89,400615181.0,1126626062.0
3244,342.0,1692.81,928294721.0,443882525.0
3245,50.0,292.02,90050207.0,157578253.0
3246,25.0,147.84,9497709.0,28321342.0
3247,66.0,907.33,79896198.0,272099713.0
3248,227.0,947.73,1101096167.0,560979354.0
3249,75.0,364.56,363665157.0,409977721.0
3250,391.0,2527.99,1673972299.0,885175975.0
3251,451.0,1022.0,1103971887.0,671994616.0
3252,242.0,1793.72,715822710.0,531079590.0
3254,144.0,618.61,647164766.0,664123142.0
3255,72.0,231.89,164014940.0,277831180.0
3256,16.0,376.63,20328119.0,705182112.0
3257,186.0,673.36,574992540.0,231328536.0
3259,44.0,856.22,152656287.0,383071223.0
3260,146.0,706.23,192545826.0,313715340.0
3262,348.0,3205.61,892528482.0,828796427.0
3263,137.0,1042.97,446465568.0,623054696.0
3264,192.0,1496.82,637839748.0,892586061.0
3265,115.0,804.61,281764002.0,315277113.0
3266,123.0,389.26,18034253.0,44334672.0
3267,259.0,1817.7,574370524.0,726349951.0
3268,25.0,156.58,7953718.0,65604791.0
3269,151.0,930.25,182527824.0,416665686.0
3270,375.0,1315.4,1457434383.0,906898103.0
3271,34.0,135.68,4169452.0,57723626.0
3272,25.0,75.64,17682793.0,14151897.0
3273,835.0,4546.12,906800219.0,1250816431.0
3274,328.0,2025.36,1059649574.0,1242074807.0
3275,38.0,289.43,29842138.0,68266352.0
3276,292.0,1424.82,1468215537.0,1127479217.0
3277,101.0,1250.09,149351259.0,325531367.0
3278,83.0,1544.96,168840248.0,394989560.0
3279,80.0,469.23,480404051.0,483668884.0
3280,186.0,1183.57,489233890.0,373304881.0
3281,184.0,1612.04,309111326.0,598918964.0
3282,284.0,1944.0,668346159.0,1161434037.0
3283,257.0,1299.99,669911785.0,352394269.0
3284,317.0,1339.64,1151598618.0,763586469.0
3285,296.0,1966.21,1175334007.0,826482068.0
3286,159.0,620.0,371837266.0,136003925.0
3287,103.0,603.84,72675301.0,123310670.0
3288,85.0,690.6,122240027.0,159424661.0
3289,247.0,3079.01,396752314.0,1102965780.0
3290,137.0,1516.01,257182200.0,631200625.0
3291,257.0,924.66,609868279.0,450845448.0
3292,192.0,2214.31,417792995.0,666279700.0
3293,88.0,761.53,65775265.0,186894869.0
3295,576.0,3835.67,1396642415.0,1103993882.0
3296,199.0,1037.37,608434895.0,618729005.0
3298,131.0,561.91,244136488.0,353991517.0
3299,168.0,805.71,361840201.0,518651728.0
3300,333.0,2626.64,911107441.0,1269349995.0
3301,142.0,547.35,296696222.0,300641874.0
3302,34.0,103.14,8212135.0,30879473.0
3303,41.0,131.29,11276480.0,31802511.0
3304,39.0,163.22,65767940.0,133805798.0
3305,40.0,252.76,128282027.0,249102234.0
3306,122.0,253.91,292227769.0,406943284.0
3307,38.0,59.55,52680161.0,109999966.0
3308,164.0,1165.25,440003293.0,502402183.0
3309,67.0,839.49,106554920.0,293019087.0
3310,40.0,302.37,95647585.0,161904334.0
3311,40.0,279.89,28177654.0,91700403.0
3312,168.0,1320.07,407991169.0,613523872.0
3313,316.0,2241.55,803153286.0,1162472795.0
3314,118.0,702.0,212196665.0,251056766.0
3315,292.0,1484.78,842895886.0,664985904.0
3316,122.0,495.0,214222144.0,444210554.0
3317,68.0,383.55,178918917.0,202259191.0
3318,174.0,861.83,265323590.0,377769431.0
3320,75.0,653.42,123021435.0,196615629.0
3323,48.0,354.27,23446640.0,122360098.0
3324,25.0,69.55,3690566.0,14745271.0
3328,201.0,1099.72,512108718.0,418260162.0
3329,230.0,906.54,1137168399.0,840003869.0
3330,155.0,334.0,425054495.0,439499009.0
3332,28.0,139.48,39547788.0,86028541.0
3333,36.0,309.26,49819337.0,158903963.0
3334,321.0,4162.39,1573409859.0,908278643.0
3335,27.0,277.48,40758616.0,98784084.0
3336,304.0,3223.64,846657108.0,1171271022.0
3337,166.0,1323.49,531827145.0,694103277.0
3338,135.0,648.0,307049073.0,414617456.0
3339,48.0,253.08,48967634.0,266510019.0
3340,133.0,263.78,93959661.0,162980438.0
3341,58.0,465.64,34843076.0,138710147.0
3342,226.0,1140.22,351098971.0,243130322.0
3343,76.0,438.34,49828676.0,130662650.0
3344,49.0,242.21,302157681.0,253449724.0
3345,97.0,346.63,183445644.0,303024817.0
3346,109.0,592.9,383313504.0,431311037.0
3347,139.0,418.01,622566744.0,590252307.0
3348,140.0,244.27,75118372.0,6728156.0
3349,316.0,1618.45,1852351288.0,844630089.0
3350,246.0,908.26,767038442.0,404134037.0
3351,68.0,152.59,37167458.0,1971754.0
3353,268.0,2692.83,1190848860.0,1179606753.0
3354,254.0,740.39,1081444932.0,659235567.0
3356,110.0,454.36,459157746.0,723924443.0
3358,66.0,457.65,35660536.0,121508263.0
3359,168.0,435.01,585529851.0,607881980.0
3361,189.0,779.95,1850809632.0,1395901731.0
3362,245.0,515.1,712039108.0,450819356.0
3363,250.0,853.8,1564040722.0,737008855.0
3364,221.0,746.92,1291694604.0,629215811.0
3366,128.0,455.97,480528485.0,337579222.0
3367,41.0,977.46,69348078.0,521194763.0
3369,288.0,541.08,410362908.0,452587744.0
3370,129.0,572.06,228303183.0,336342354.0
3371,338.0,1629.27,812620888.0,1347721629.0
3372,72.0,376.43,199300523.0,441759085.0
3373,31.0,196.0,45975144.0,169242806.0
3374,49.0,161.41,3628224.0,30371679.0
3375,183.0,769.15,200662493.0,338646306.0
3376,193.0,1882.99,437260548.0,647134355.0
3377,162.0,1610.73,169674344.0,723783038.0
3378,150.0,888.75,229792588.0,199428332.0
3379,600.0,3394.6,1714739190.0,1228681540.0
3380,87.0,383.83,126677010.0,169696037.0
3381,426.0,4335.94,979701153.0,1174746089.0
3382,74.0,570.76,64341468.0,152363891.0
3383,49.0,439.73,50154182.0,173977271.0
3384,86.0,358.5,123573204.0,201349761.0
3385,34.0,157.0,57416426.0,80794434.0
3386,48.0,129.98,8173373.0,36763275.0
3387,75.0,412.54,94621867.0,345618128.0
3388,95.0,499.71,185800073.0,283077419.0
3389,348.0,2605.47,1353786263.0,1421668978.0
3390,380.0,2212.68,1302693740.0,1085896892.0
3391,188.0,1339.2,253318207.0,408102245.0
3392,107.0,510.98,50106028.0,136628041.0
3393,48.0,127.0,10766182.0,29353113.0
3394,149.0,1310.7,167273013.0,378739718.0
3395,325.0,1700.42,904170635.0,667262381.0
3396,44.0,313.16,35489150.0,95371192.0
3397,90.0,453.24,55254214.0,199136394.0
3398,350.0,2076.0,736768578.0,486264321.0
3399,48.0,220.38,11910957.0,96060589.0
3400,163.0,1078.52,281396996.0,374673867.0
3402,68.0,190.61,18661173.0,53802921.0
3403,67.0,189.31,57461850.0,188981512.0
3404,181.0,160.42,47840013.0,122757910.0
3405,279.0,935.1,338445196.0,454367211.0
3406,47.0,267.45,15115647.0,62899418.0
3407,86.0,906.05,170974453.0,303353350.0
3408,38.0,250.27,24998780.0,111663096.0
3409,148.0,863.11,225751224.0,647786261.0
3410,49.0,181.58,25918328.0,48396780.0
3411,720.0,2445.98,968990382.0,732988827.0
3412,103.0,1020.04,136327844.0,346020494.0
3413,383.0,2595.45,1051012229.0,802170463.0
3414,87.0,615.56,124209379.0,226756163.0
3415,147.0,404.88,76116696.0,74337837.0
3416,165.0,1145.68,369805726.0,410062794.0
3417,141.0,747.77,174972047.0,237683187.0
3418,50.0,1.0,129914345.0,248976556.0
3419,122.0,829.75,175857372.0,232474476.0
3422,124.0,148.33,32260025.0,3208160.0
3423,293.0,1216.0,1330953924.0,716296234.0
3424,10.0,56.54,1399882.0,19541946.0
3425,101.0,734.8,71685452.0,192673720.0
3426,177.0,1555.17,422565093.0,322705380.0
3427,16.0,43.28,4870141.0,7929911.0
3428,39.0,380.14,43257186.0,151276493.0
3429,103.0,696.66,123253788.0,308451425.0
3430,84.0,218.57,25868133.0,73017722.0
3431,215.0,1068.77,354272999.0,615138574.0
3432,131.0,801.37,232904867.0,398113943.0
3433,75.0,433.89,59802495.0,177660135.0
3434,122.0,733.48,276125492.0,512409049.0
3435,37.0,203.99,42775501.0,106308665.0
3436,183.0,384.89,165858107.0,288680602.0
3438,171.0,892.8,250580929.0,177564619.0
3440,38.0,97.49,8723329.0,18283760.0
3441,74.0,285.6,153560221.0,238091061.0
3442,25.0,36.0,1749310.0,1963515.0
3444,130.0,225.21,64108650.0,7534927.0
3445,36.0,60.67,12244535.0,1627555.0
3446,353.0,1315.76,827318068.0,922337671.0
3447,39.0,288.27,14596325.0,45399582.0
3448,49.0,611.96,69954354.0,164395410.0
3449,34.0,163.76,28255960.0,40274195.0
3450,222.0,1281.0,627555415.0,576281635.0
3451,224.0,912.04,1112926663.0,1215743529.0
3452,334.0,1563.4,1890519700.0,1186950392.0
3453,25.0,155.28,17268259.0,80083000.0
3454,25.0,113.04,3680115.0,23848458.0
3456,40.0,128.56,31770359.0,95023814.0
3457,18.0,45.59,3231594.0,15621860.0
3458,67.0,101.14,27034295.0,615505.0
3459,43.0,468.34,65367853.0,175588895.0
3460,495.0,3163.58,1521601626.0,931285418.0
3461,116.0,641.57,223216667.0,607890670.0
3462,25.0,128.2,37917199.0,78466778.0
3463,248.0,2957.57,860719162.0,1160618879.0
3464,25.0,165.48,17821541.0,35214763.0
3465,14.0,106.94,8321624.0,20581846.0
3466,25.0,287.82,18136938.0,98026257.0
3467,399.0,1730.89,936773789.0,1233430071.0
3468,596.0,1919.8,811419186.0,444865007.0
3469,35.0,93.0,6264775.0,27384920.0
3470,190.0,1037.57,1288590833.0,1407739164.0
3471,87.0,671.19,282415636.0,339172603.0
3472,75.0,508.72,173649459.0,273486667.0
3473,22.0,125.45,2216073.0,18336611.0
3474,50.0,150.1,64675389.0,2045.0
3475,157.0,728.92,850779119.0,772204315.0
3476,327.0,1572.72,1316248597.0,788259148.0
3477,224.0,1946.83,659524999.0,1162626613.0
3478,12.0,1475.0,2033849.0,260661292.0
3479,194.0,1800.86,468753384.0,729952188.0
3481,50.0,105.18,6248447.0,24797828.0
3485,6.0,122.1,15423137.0,26454532.0
3486,56.0,184.88,9206390.0,55676759.0
3487,244.0,1700.29,406560090.0,706436574.0
3488,308.0,1773.37,571518856.0,507162479.0
3489,189.0,1477.3,574398893.0,843419792.0
3490,49.0,297.22,48894941.0,128429937.0
3491,30.0,171.87,22132757.0,29185641.0
3492,25.0,102.06,16637140.0,27784143.0
3493,163.0,974.79,357800240.0,456508613.0
3494,88.0,591.92,46134486.0,158479491.0
3495,256.0,1387.1,612003840.0,688142865.0
3497,199.0,866.74,503103198.0,510094516.0
3498,309.0,1650.88,701355144.0,514117167.0
3499,240.0,1848.59,951828357.0,642920326.0
3500,260.0,1597.3,682454235.0,431837772.0
3501,70.0,318.6,58116285.0,148462028.0
3502,285.0,3208.26,585059561.0,469921029.0
3503,226.0,2317.4,315406295.0,566425446.0
3505,299.0,1282.96,660038324.0,393980596.0
3506,100.0,680.51,61542412.0,180460924.0
3507,95.0,602.0,130808778.0,281168868.0
3508,91.0,588.41,152447491.0,401823099.0
3510,122.0,717.46,157714875.0,364104803.0
3511,141.0,1041.26,195433068.0,325318767.0
3512,50.0,318.02,39920312.0,125137069.0
3513,166.0,812.51,300464981.0,375478279.0
3514,10.0,123.47,6303066.0,82516382.0
3515,43.0,596.93,60553025.0,235871772.0
3516,501.0,2917.91,1107004597.0,959484835.0
3517,106.0,955.76,186447851.0,363666617.0
3518,40.0,362.39,59351831.0,217131813.0
3519,111.0,506.78,121410525.0,186411242.0
3520,251.0,1890.54,814516396.0,598011735.0
3521,105.0,1077.09,209127340.0,428672742.0
3522,368.0,2869.43,815009905.0,1000452388.0
3523,126.0,803.47,285937802.0,394762959.0
3525,42.0,273.34,51145909.0,219322182.0
3527,534.0,4009.75,1520101593.0,1340348014.0
3528,146.0,785.92,500208056.0,586328424.0
3530,161.0,1085.92,148258436.0,556970585.0
3532,85.0,403.04,40545142.0,185780790.0
3533,196.0,117.0,58203470.0,5058130.0
3534,124.0,404.1,38844845.0,18937414.0
3535,195.0,751.55,105282195.0,55991573.0
3536,63.0,241.83,17837217.0,20170001.0
3537,81.0,436.58,50690089.0,162271685.0
3538,208.0,779.04,211636174.0,366183139.0
3539,171.0,720.77,539287803.0,751476629.0
3540,39.0,280.18,52402610.0,142994762.0
3541,31.0,468.64,26868927.0,146971375.0
3542,278.0,926.26,304623969.0,435813674.0
3543,47.0,499.7,39902781.0,141949251.0
3544,307.0,2275.84,1370834716.0,761083741.0
3545,188.0,1007.69,525084510.0,399789083.0
3546,208.0,2394.4,417165456.0,880969421.0
3547,111.0,776.17,179083986.0,323842967.0
3548,83.0,259.39,103556848.0,180217585.0
3549,235.0,1069.2,1012043633.0,1222631805.0
3550,25.0,123.78,13783322.0,17999343.0
3551,73.0,155.21,20018793.0,17240133.0
3552,42.0,188.39,30003066.0,86262473.0
3554,49.0,116.05,29720138.0,29947587.0
3555,188.0,1033.91,371660180.0,331488227.0
3556,441.0,3304.76,1584228075.0,849096052.0
3557,317.0,1500.61,1107917184.0,982700179.0
3558,182.0,955.31,428162898.0,412839063.0
3559,32.0,88.89,10713135.0,23808621.0
3560,33.0,190.18,25123279.0,50930094.0
3561,764.0,2675.52,1426597691.0,770732468.0
3562,180.0,1020.0,470875480.0,657095082.0
3563,153.0,1317.2,498858993.0,521713714.0
3564,317.0,997.28,841227487.0,315206196.0
3566,377.0,1507.25,1568903012.0,898092573.0
3567,49.0,572.75,47027967.0,154014786.0
3569,139.0,646.82,771604650.0,1042921139.0
3570,54.0,696.46,107120846.0,222003783.0
3571,87.0,405.3,188747067.0,238055336.0
3572,213.0,1054.0,563245938.0,401085372.0
3573,102.0,503.0,102109715.0,127290580.0
3574,94.0,756.09,110911994.0,216981429.0
3575,157.0,866.97,135931954.0,171845851.0
3578,512.0,2846.64,1324630094.0,1129108525.0
3579,514.0,2241.52,1917583436.0,864183305.0
3580,78.0,645.17,406653097.0,499586937.0
3581,211.0,1319.2,779765985.0,779993135.0
3582,343.0,1252.65,1509207516.0,616536787.0
3583,154.0,765.2,361718783.0,463257527.0
3584,140.0,1347.58,786691038.0,953993262.0
3585,350.0,528.6,920115379.0,466958658.0
3586,332.0,1355.9,481330131.0,385569218.0
3588,274.0,848.2,782577578.0,710839557.0
3589,266.0,1820.0,786474221.0,1115725324.0
3590,310.0,1375.54,568894400.0,728894050.0
3591,48.0,172.72,6534175.0,46098236.0
3593,193.0,769.6,647141672.0,537794199.0
3594,49.0,220.75,32928520.0,102363330.0
3595,245.0,477.2,662081046.0,509614977.0
3596,312.0,1190.0,666144774.0,690531476.0
3597,207.0,782.52,1304092797.0,637151491.0
3598,204.0,769.92,994336106.0,661900137.0
3599,178.0,918.3,453980764.0,731014321.0
3600,96.0,306.4,345390810.0,364532378.0
3601,19.0,86.97,8752550.0,49546293.0
3602,120.0,543.94,303924054.0,317638688.0
3603,76.0,300.08,404461574.0,660238313.0
3604,170.0,1083.26,407550095.0,450290681.0
3605,40.0,169.99,27892388.0,47265468.0
3607,98.0,356.15,67362969.0,105153690.0
3608,102.0,831.33,389304838.0,512229526.0
3609,43.0,238.47,44530011.0,61432954.0
3610,110.0,651.74,166700774.0,316165766.0
3611,135.0,626.93,301897005.0,257924324.0
3612,122.0,348.1,81083569.0,45762973.0
3613,38.0,367.4,34785150.0,110154335.0
3614,305.0,1749.01,764490337.0,698195492.0
3615,110.0,465.19,192039346.0,365892126.0
3616,153.0,1008.65,315228781.0,372962503.0
3617,104.0,832.61,274913146.0,353287708.0
3618,184.0,1416.19,636455639.0,738732801.0
3619,107.0,645.86,109301153.0,311928642.0
3620,33.0,219.2,29553729.0,80757263.0
3621,139.0,384.82,120558846.0,266134194.0
3622,255.0,1097.99,571610209.0,368644278.0
3623,474.0,4050.45,1125893662.0,1188051554.0
3624,170.0,931.26,191265329.0,368929480.0
3626,81.0,425.38,56895942.0,143454655.0
3627,129.0,248.66,47068320.0,148994164.0
3628,31.0,202.91,11835268.0,73040971.0
3629,66.0,527.45,35227964.0,151632199.0
3630,40.0,105.86,4963209.0,20416364.0
3631,37.0,68.29,16437594.0,10019386.0
3632,25.0,119.27,5807704.0,7943087.0
3633,47.0,92.23,19782785.0,15720975.0
3634,140.0,1198.3,148221154.0,341286833.0
3635,313.0,3871.61,1059051016.0,1047575482.0
3636,200.0,3555.34,185297291.0,641566943.0
3637,114.0,902.33,67956629.0,317870668.0
3638,296.0,1884.54,324851298.0,596028740.0
3640,75.0,413.89,50573236.0,160978075.0
3641,128.0,710.73,97586953.0,267741553.0
3642,368.0,2159.11,930088426.0,822338234.0
3643,191.0,1298.71,884958214.0,369364489.0
3644,123.0,722.4,175708329.0,620124119.0
3645,49.0,237.1,40857332.0,145495387.0
3646,160.0,726.69,87280963.0,259753075.0
3647,173.0,696.14,144116910.0,212256357.0
3648,51.0,213.0,18283843.0,79705177.0
3649,352.0,2532.74,548991374.0,817753921.0
3650,45.0,491.11,54140259.0,208983468.0
3651,297.0,3269.27,546233499.0,852031890.0
3652,312.0,2299.7,464993463.0,686964402.0
3653,49.0,352.58,39439593.0,93050819.0
3656,68.0,389.53,243811666.0,399765442.0
3657,422.0,2970.27,1895633991.0,817789516.0
3660,24.0,176.62,5668109.0,80560809.0
3661,36.0,350.93,43594847.0,126002898.0
3662,119.0,189.4,53427100.0,1942375.0
3663,137.0,804.3,386437766.0,309165628.0
3664,122.0,1482.6,182403856.0,215057775.0
3665,67.0,306.4,52681664.0,35867885.0
3666,238.0,1371.43,216331778.0,427201172.0
3668,319.0,1646.87,520379622.0,346797973.0
3669,79.0,636.18,90956709.0,214838998.0
3670,25.0,364.0,22667650.0,94893451.0
3671,283.0,3458.6,507716639.0,597097161.0
3673,67.0,449.2,29427699.0,136252502.0
3674,305.0,2526.85,491001702.0,470681491.0
3675,170.0,1053.45,754338717.0,512540880.0
3676,104.0,771.19,106062714.0,211880556.0
3677,212.0,1949.45,508521120.0,553249886.0
3678,148.0,1081.97,122883630.0,371043276.0
3679,55.0,577.24,51521069.0,165594850.0
3680,90.0,604.62,65372963.0,178836071.0
3681,77.0,369.05,161985196.0,268601561.0
3682,153.0,1193.37,427296745.0,688916296.0
3683,25.0,191.71,10315759.0,61651704.0
3684,25.0,293.12,18880699.0,122880491.0
3685,49.0,563.77,71748632.0,141641187.0
3686,117.0,541.26,97056645.0,152810168.0
3688,42.0,52.58,4976901.0,12352805.0
3689,74.0,108.77,17478228.0,60044056.0
3690,39.0,109.84,11993192.0,65019335.0
3691,42.0,328.45,79110294.0,112320323.0
3692,134.0,883.6,92772922.0,151918237.0
3693,552.0,4810.52,1978060917.0,1374590259.0
3694,145.0,888.93,237495372.0,499927658.0
3695,267.0,1293.0,548310689.0,700943692.0
3696,92.0,560.68,77614930.0,247224417.0
3697,407.0,4039.01,1789032778.0,1057326975.0
3698,256.0,1482.0,387252716.0,628235773.0
3699,248.0,1723.19,597078739.0,748348035.0
3700,130.0,327.95,61495660.0,67486866.0
3701,44.0,263.58,14910185.0,69707148.0
3705,131.0,352.09,204661400.0,136564695.0
3706,136.0,701.46,438072240.0,537759521.0
3707,107.0,394.84,40777906.0,39607859.0
3708,57.0,242.04,21020052.0,10277867.0
3709,129.0,349.85,49077497.0,22760692.0
3710,165.0,547.16,20870454.0,22282088.0
3711,66.0,286.0,12428913.0,8755426.0
3712,253.0,495.5,60378380.0,17624894.0
3713,225.0,689.5,64935792.0,43142785.0
3714,132.0,427.2,31759601.0,50125718.0
3715,84.0,261.13,24174880.0,25438709.0
3716,204.0,509.0,77671270.0,23297957.0
3717,119.0,457.48,40952595.0,39087452.0
3718,116.0,413.73,254834637.0,264111847.0
3719,642.0,3648.98,1028753605.0,1181369480.0
3720,36.0,102.62,10419641.0,90209403.0
3722,511.0,1825.12,1894283881.0,995168393.0
3723,80.0,478.95,231850003.0,311493747.0
3724,18.0,85.95,86629820.0,6634378.0
3725,290.0,2756.17,688596615.0,662179429.0
3726,7.0,56.73,7491289.0,2563308.0
3727,97.0,192.5,63570086.0,90046532.0
3728,276.0,975.54,1642219976.0,1063817452.0
3729,13.0,132.51,3784769.0,25931684.0
3730,36.0,81.2,1577975.0,33588485.0
3731,37.0,158.15,16746512.0,53666058.0
3732,40.0,186.51,8263423.0,52780032.0
3733,22.0,98.34,2581488.0,26854466.0
3734,185.0,690.86,435128950.0,575801072.0
3735,48.0,282.35,42721478.0,92940625.0
3736,27.0,92.02,3551119.0,14678169.0
3737,57.0,375.32,85249606.0,171095813.0
3738,48.0,272.0,14430069.0,41135432.0
3739,147.0,385.23,656721491.0,361787641.0
3740,187.0,612.78,912949526.0,675750364.0
3741,256.0,1133.0,1856756971.0,304894406.0
3742,213.0,1180.64,554489190.0,495185299.0
3743,185.0,1112.2,390093416.0,251868787.0
3744,42.0,78.03,2379823.0,14286678.0
3745,80.0,381.79,414626150.0,397408892.0
3746,35.0,134.67,23922789.0,260448.0
3747,48.0,318.92,38940027.0,155285625.0
3748,478.0,3539.76,1457100407.0,1252075978.0
3749,78.0,606.57,124761809.0,283739592.0
3750,24.0,152.66,18148716.0,77821205.0
3751,16.0,117.07,6635257.0,43219536.0
3752,117.0,428.55,225329488.0,212736763.0
3754,421.0,1715.4,759998343.0,744705374.0
3756,110.0,828.66,271136147.0,467170698.0
3757,153.0,1143.69,361961990.0,495356870.0
3758,305.0,2297.15,774977871.0,702110414.0
3760,101.0,321.32,28222939.0,873357470.0
3761,130.0,903.33,392633136.0,532800015.0
3762,120.0,731.19,221485040.0,383821118.0
3764,48.0,433.72,119786979.0,147460276.0
3765,286.0,2439.5,875503278.0,813548563.0
3766,78.0,1266.58,101846301.0,341277657.0
3767,143.0,564.27,738694725.0,379827930.0
3769,72.0,136.38,90395494.0,273548.0
3770,25.0,141.59,17421737.0,67950559.0
3771,351.0,3498.57,1787213655.0,874674691.0
3772,48.0,90.24,20858560.0,1152770.0
3773,77.0,670.41,71659601.0,387076568.0
3774,217.0,1870.15,801397624.0,992563905.0
3775,377.0,1557.41,844720077.0,443260340.0
3776,25.0,123.08,48792027.0,390505.0
3777,122.0,192.15,68040000.0,5328725.0
3778,27.0,415.4,89866571.0,168921632.0
3780,342.0,2479.23,999529466.0,1029724792.0
3781,29.0,93.23,13134559.0,29426687.0
3782,299.0,2484.86,356020966.0,495257888.0
3784,133.0,923.05,211403025.0,337406181.0
3785,46.0,67.57,3344804.0,16073983.0
3786,28.0,80.86,3178803.0,15055173.0
3787,46.0,184.23,17497276.0,61417930.0
3788,21.0,37.66,579542.0,8181065.0
3789,55.0,291.69,64551327.0,122810463.0
3790,187.0,987.52,252671902.0,365438666.0
3791,109.0,388.14,226812191.0,324623950.0
3792,122.0,177.46,60250679.0,53611401.0
3793,114.0,543.88,52905399.0,107011571.0
3794,49.0,139.83,18723941.0,59892547.0
3795,130.0,559.97,137430167.0,194444353.0
3796,195.0,659.23,431483491.0,155906649.0
3797,241.0,1497.54,962406641.0,904999400.0
3798,137.0,550.48,477772808.0,268564211.0
3799,138.0,666.18,685626312.0,424579948.0
3800,49.0,367.37,57951204.0,140588530.0
3802,403.0,3793.15,1173553305.0,1052998663.0
3803,241.0,727.47,622069883.0,292530467.0
3805,185.0,875.95,436622504.0,165499041.0
3806,81.0,297.73,229947355.0,184740965.0
3807,13.0,107.44,40243553.0,25224193.0
3809,74.0,523.0,321434062.0,451746565.0
3810,47.0,216.05,131762027.0,145571269.0
3811,187.0,764.79,775920396.0,264524530.0
3812,209.0,1531.67,472537651.0,325560774.0
3814,318.0,1604.97,875615319.0,499996929.0
3815,223.0,961.47,731054125.0,427218927.0
3817,98.0,529.88,425617531.0,311703517.0
3818,318.0,1434.0,1388961141.0,450665395.0
3819,202.0,1090.29,1294716350.0,632609434.0
3820,43.0,163.99,43766678.0,3208610.0
3821,369.0,2406.2,1961206561.0,1032484894.0
3822,103.0,126.94,288778864.0,27485529.0
3823,75.0,185.77,175051962.0,46059866.0
3824,183.0,1092.56,762363375.0,751620076.0
3827,436.0,3141.12,1032402363.0,902061902.0
3829,118.0,662.59,214950198.0,194996021.0
3830,283.0,868.78,1550229846.0,899853858.0
3831,355.0,1012.0,1573958604.0,573987156.0
3832,98.0,348.83,96631067.0,81130513.0
3833,281.0,845.44,380113397.0,379678661.0
3834,133.0,1079.86,482723023.0,630215316.0
3835,145.0,935.24,508886344.0,775747017.0
3836,245.0,1192.12,454176285.0,693278837.0
3837,226.0,1398.44,396935537.0,422975016.0
3838,53.0,271.67,33781428.0,85286382.0
3839,56.0,185.1,45563036.0,154221916.0
3840,29.0,138.16,17614586.0,143072772.0
3841,237.0,1645.76,343382968.0,434620359.0
3842,34.0,145.49,23776410.0,30326006.0
3844,94.0,1066.26,138689406.0,285805918.0
3845,619.0,4428.11,1773070074.0,1094783716.0
3846,44.0,133.93,22481212.0,55796020.0
3847,257.0,2380.89,523167882.0,596991723.0
3848,312.0,1662.23,384295307.0,577259239.0
3849,49.0,113.39,10786039.0,41998712.0
3850,169.0,1676.0,453377160.0,599834154.0
3852,81.0,569.96,127960702.0,202666774.0
3853,122.0,687.17,146436002.0,140255776.0
3854,317.0,2710.93,1097424712.0,1371872613.0
3855,25.0,104.42,2867676.0,14780777.0
3856,118.0,593.71,115400806.0,251126434.0
3857,75.0,307.11,38840632.0,104395960.0
3858,90.0,575.82,55787213.0,216622526.0
3859,152.0,359.52,131934774.0,215701740.0
3860,70.0,306.69,216581007.0,264382575.0
3861,361.0,1955.2,360890519.0,713384703.0
3862,108.0,286.74,63663360.0,91726455.0
3863,176.0,1297.64,279419387.0,560848153.0
3864,179.0,1176.0,373780100.0,658054929.0
3865,70.0,434.99,88938079.0,122980779.0
3866,91.0,545.63,137371922.0,263413236.0
3867,226.0,1083.84,577877344.0,745714618.0
3868,49.0,330.94,64981059.0,93035812.0
3870,71.0,456.32,51355899.0,199302723.0
3871,178.0,1702.57,238555464.0,428735527.0
3872,122.0,855.85,201064097.0,243616235.0
3873,65.0,1005.42,100126144.0,374744515.0
3874,78.0,890.77,81021733.0,226440856.0
3875,64.0,481.25,56004477.0,228925893.0
3876,308.0,2135.18,702168628.0,1376240724.0
3877,73.0,225.24,72379786.0,202981871.0
3878,40.0,211.89,20525993.0,108224851.0
3879,67.0,623.99,166678787.0,263380420.0
3880,58.0,149.49,13169170.0,4788130.0
3881,381.0,2549.37,868513782.0,921736327.0
3882,296.0,1165.6,1563673753.0,793328167.0
3883,49.0,142.03,11498309.0,83091279.0
3884,48.0,192.51,85315859.0,151409738.0
3885,211.0,1812.16,411578835.0,500204555.0
3886,425.0,2054.78,1967678613.0,1111464185.0
3887,186.0,626.05,323743986.0,236340037.0
3888,35.0,129.21,50093334.0,112984844.0
3889,42.0,85.8,23890448.0,73121670.0
3890,106.0,577.6,684528982.0,462188232.0
3891,320.0,984.07,1335940667.0,921139992.0
3892,112.0,562.48,366882015.0,389848287.0
3893,231.0,1906.49,697759881.0,757926717.0
3894,113.0,722.68,131589154.0,304259336.0
3895,63.0,288.92,98722491.0,226918925.0
3896,238.0,1947.6,355163975.0,808745072.0
3897,107.0,421.18,89613775.0,206626326.0
3898,209.0,1431.64,346930291.0,748653119.0
3899,30.0,166.06,65849060.0,151757120.0
