,Number of Beds,FTE - Employees on Payroll,Inpatient Revenue,Outpatient Revenue
0,39.0,13.62,6289807.0,21018010.0
1,521.0,3191.75,385563560.0,362804137.0
2,36.0,168.0,6638309.0,14729903.0
3,320.0,155.1,110132941.0,135418068.0
4,25.0,362.19,10567431.0,23595634.0
5,25.0,574.95,7811551.0,32537398.0
6,25.0,345.0,7049894.0,26141179.0
7,310.0,1424.44,131956801.0,167851870.0
8,25.0,12.75,935435.0,11263703.0
9,28.0,40.73,381991.0,35702712.0
10,45.0,248.23,5565312.0,16612152.0
11,38.0,66.88,8574364.0,23223367.0
12,47.0,102.36,7183479.0,28454292.0
13,522.0,3169.84,1208425315.0,604523750.0
14,94.0,115.63,36142785.0,57832930.0
15,166.0,113.02,111527759.0,134074979.0
16,36.0,47.75,19720067.0,42719004.0
18,181.0,301.39,46747697.0,86182104.0
19,119.0,307.34,115733494.0,93660479.0
20,81.0,463.64,82462728.0,222807576.0
21,32.0,154.71,12952404.0,50892233.0
22,380.0,2113.0,1290665853.0,680297175.0
23,49.0,243.45,13747856.0,65676735.0
25,24.0,84.52,1283280.0,8588806.0
26,135.0,748.27,113202226.0,125129657.0
27,336.0,1900.79,739285123.0,1059226290.0
28,60.0,108.1,15204719.0,1315233.0
29,75.0,251.55,23462971.0,48188185.0
30,8.0,27.03,156419.0,10916055.0
31,25.0,218.13,19954242.0,54364809.0
32,25.0,139.58,13112029.0,56748546.0
33,25.0,249.22,8850089.0,58172212.0
34,25.0,200.92,9084288.0,62813193.0
36,25.0,176.53,5619938.0,44979005.0
40,46.0,95.9,13471958.0,932935.0
41,170.0,306.19,224242446.0,305025889.0
42,108.0,11.37,10810025.0,1918559.0
44,13.0,118.92,3954562.0,25952175.0
47,60.0,155.43,42383511.0,334037.0
48,392.0,1901.48,98994263.0,98788644.0
49,90.0,479.44,19748390.0,43173346.0
52,25.0,283.71,25677028.0,72414303.0
53,19.0,78.78,6168993.0,14228103.0
55,15.0,116.03,4604887.0,21610032.0
57,74.0,69.61,14822036.0,182800.0
60,25.0,496.34,19645119.0,146760403.0
61,25.0,316.73,18645701.0,76554702.0
64,36.0,110.15,43950182.0,20649.0
66,25.0,135.67,18167435.0,31401928.0
67,19.0,72.0,1846858.0,13209335.0
68,25.0,91.91,6181519.0,15007120.0
71,6.0,103.78,5965799.0,35220585.0
72,25.0,267.6,37700692.0,90353697.0
73,21.0,272.96,22209473.0,130110717.0
74,25.0,16.24,4560664.0,8678005.0
75,15.0,13.89,2468937.0,4975494.0
76,25.0,64.84,2066880.0,11362061.0
77,35.0,141.92,37075369.0,58922664.0
78,15.0,79.0,10537715.0,10693405.0
79,18.0,131.85,7307378.0,36417163.0
80,30.0,244.57,29042079.0,76440955.0
81,15.0,63.93,649810.0,10130622.0
82,25.0,105.44,5050343.0,40279642.0
83,25.0,126.4,27888308.0,40020151.0
84,13.0,48.08,1104256.0,4322465.0
87,22.0,310.45,25768209.0,92576448.0
88,7.0,73.36,2178586.0,7670097.0
89,25.0,142.21,3658990.0,21858987.0
90,14.0,179.23,6016783.0,11666794.0
91,81.0,124.13,18570064.0,10943695.0
92,9.0,313.58,23624860.0,22792706.0
93,25.0,185.07,18163244.0,49430699.0
94,25.0,188.1,14664680.0,15141578.0
95,25.0,200.98,15377453.0,178752492.0
96,26.0,39.7,43458259.0,184092.0
97,25.0,89.08,9945295.0,10996227.0
98,33.0,303.74,17364029.0,65128604.0
99,25.0,432.0,36798385.0,104291097.0
100,14.0,46.97,500426.0,4347081.0
101,25.0,110.49,38078919.0,9344264.0
102,25.0,62.0,589249.0,2846261.0
103,24.0,158.2,7375965.0,36614728.0
104,3.0,94.91,5252017.0,44290264.0
105,21.0,188.55,23055483.0,63896984.0
106,25.0,153.3,15283464.0,42850330.0
107,25.0,162.42,9447443.0,18464860.0
108,25.0,126.05,10224135.0,20114028.0
109,25.0,129.98,13584088.0,44464768.0
110,25.0,98.4,9719046.0,21215915.0
111,25.0,197.63,53854794.0,71339248.0
112,21.0,125.54,14525962.0,34978692.0
113,25.0,97.79,3160922.0,30727054.0
114,25.0,171.67,11308718.0,39739191.0
115,25.0,190.35,12176895.0,74225155.0
117,25.0,381.56,23283966.0,155955239.0
118,25.0,283.47,29804741.0,110464836.0
119,15.0,52.89,2336933.0,5602095.0
120,18.0,38.63,68784.0,1073399.0
121,161.0,1341.13,136936049.0,41910000.0
122,25.0,77.47,6261015.0,17668717.0
123,58.0,147.39,21109540.0,20286538.0
125,25.0,354.14,27645577.0,106685574.0
126,25.0,180.2,20824901.0,43699461.0
127,44.0,139.9,26764216.0,58976266.0
128,16.0,80.6,4612877.0,18147242.0
129,21.0,35.57,2097385.0,1644467.0
130,25.0,82.98,2399694.0,20629856.0
131,25.0,111.16,3893688.0,21445892.0
132,27.0,130.73,5777015.0,37414944.0
133,25.0,224.94,8298034.0,82986879.0
134,100.0,77.86,17565018.0,10629712.0
135,25.0,137.63,7951934.0,75452410.0
136,25.0,113.09,7348375.0,30382702.0
137,25.0,125.19,12411311.0,25524392.0
139,58.0,192.64,37561708.0,8470106.0
140,25.0,433.74,34283061.0,147624879.0
141,25.0,80.77,3288250.0,10959952.0
142,25.0,45.07,1534730.0,8569937.0
143,25.0,314.37,27333205.0,81841375.0
144,25.0,368.0,40066607.0,150704726.0
145,25.0,97.02,10219159.0,45173579.0
146,4.0,19.95,91868.0,10848097.0
147,36.0,78.51,9359516.0,37801751.0
148,25.0,74.11,1866499.0,9053098.0
149,25.0,155.28,11482618.0,36726843.0
151,60.0,106.0,70203484.0,2341295.0
152,48.0,49.41,48687577.0,8673223.0
153,25.0,190.32,6868861.0,38727266.0
154,48.0,101.82,1437423.0,4450371.0
155,25.0,222.88,7699376.0,51494510.0
156,25.0,570.38,25391235.0,106422696.0
157,25.0,352.01,21571396.0,84927633.0
158,25.0,202.53,12182730.0,77202431.0
159,25.0,296.23,21856571.0,103498548.0
160,25.0,268.86,8907365.0,66052238.0
161,25.0,391.91,19867633.0,102673377.0
162,25.0,276.5,9324577.0,76296590.0
163,36.0,15.0,1040411.0,14163.0
164,25.0,393.9,48227115.0,129567187.0
165,22.0,224.87,26619774.0,87203116.0
166,25.0,368.87,41046602.0,110578404.0
167,25.0,344.48,32352187.0,78428430.0
168,25.0,129.96,11315683.0,42185199.0
169,25.0,197.52,22029031.0,69014087.0
170,69.0,558.63,87375285.0,110252238.0
172,25.0,129.17,7110988.0,62288620.0
174,25.0,333.72,12314443.0,110950474.0
175,25.0,284.66,36192434.0,83008842.0
176,70.0,195.72,15925605.0,24759536.0
177,66.0,103.0,15315083.0,42426254.0
178,25.0,388.82,31982661.0,100255441.0
180,15.0,148.72,13419306.0,20838515.0
181,10.0,97.11,16627814.0,16694229.0
182,107.0,572.92,73399955.0,55034544.0
183,17.0,42.01,11218953.0,1790124.0
184,38.0,58.81,5979714.0,21199176.0
190,19.0,87.73,65438489.0,82315643.0
195,25.0,335.39,31520811.0,70697864.0
197,25.0,47.17,7586834.0,25468259.0
198,45.0,114.39,41743840.0,1213310.0
199,25.0,338.67,23261038.0,76798267.0
201,20.0,382.24,33400692.0,105043486.0
202,25.0,335.0,12748851.0,71918348.0
203,25.0,55.96,8104691.0,33940384.0
204,17.0,178.16,9729409.0,51143104.0
205,80.0,179.32,18254257.0,28491358.0
206,21.0,238.87,52436444.0,142578748.0
209,25.0,242.51,16395892.0,62982023.0
213,14.0,122.13,9317869.0,45448358.0
214,4.0,33.95,4054480.0,3188695.0
215,60.0,135.79,30767649.0,2106503.0
216,80.0,220.3,47656621.0,675232.0
217,90.0,194.53,50024839.0,3217072.0
218,50.0,133.18,30775413.0,1356050.0
222,25.0,173.71,9706639.0,41198000.0
224,47.0,95.37,19956788.0,442365.0
225,25.0,455.65,44490213.0,120388241.0
226,25.0,332.4,35785589.0,195540883.0
227,289.0,2744.0,814056788.0,373164220.0
229,32.0,106.16,20370964.0,2787537.0
232,40.0,130.04,26996547.0,1696816.0
234,25.0,153.12,14899151.0,37454597.0
235,41.0,118.68,20381698.0,1738936.0
236,25.0,237.0,22853722.0,115492426.0
239,20.0,105.5,4995838.0,14198222.0
240,98.0,199.8,46058221.0,3174210.0
241,25.0,332.83,31116193.0,94578065.0
242,50.0,168.49,38821495.0,1105.0
245,50.0,166.75,37928632.0,4394654.0
247,112.0,124.2,50882677.0,1564185.0
252,90.0,214.94,68756770.0,911009.0
254,15.0,101.94,5892624.0,19633366.0
257,40.0,121.4,29363785.0,2318396.0
260,180.0,559.0,161427611.0,3894510.0
261,25.0,215.42,12650928.0,50014955.0
263,25.0,507.74,30625685.0,70410889.0
266,25.0,103.93,12683772.0,22065411.0
267,25.0,131.25,8980945.0,19926677.0
268,25.0,177.27,11450881.0,36564040.0
272,60.0,155.8,63220847.0,817.0
273,25.0,163.04,17777278.0,42161129.0
274,25.0,267.14,13752406.0,46197425.0
276,16.0,190.0,6779108.0,14092393.0
277,25.0,192.71,29192926.0,24458200.0
278,80.0,158.6,69061800.0,883600.0
280,25.0,63.3,1633057.0,15079957.0
282,437.0,4572.77,134961988.0,203594045.0
283,16.0,102.25,22645274.0,54948791.0
285,80.0,103.23,14520250.0,1071000.0
287,71.0,119.62,37666108.0,330137.0
290,23.0,155.04,3804337.0,44679361.0
291,25.0,367.43,12848906.0,129040876.0
292,25.0,214.6,12479309.0,91980919.0
293,23.0,101.69,7262753.0,29546489.0
294,86.0,115.89,16808853.0,10090483.0
295,60.0,127.14,19070100.0,2984857.0
297,137.0,627.92,155890478.0,28887473.0
299,22.0,124.13,4895074.0,21956848.0
300,70.0,157.97,25700290.0,1699286.0
301,25.0,164.15,6540271.0,33580356.0
303,74.0,386.68,42268501.0,73579286.0
304,25.0,474.07,44575269.0,220587323.0
305,25.0,89.72,1454108.0,27987707.0
310,25.0,236.37,28198009.0,87047176.0
314,25.0,120.3,3366951.0,189303181.0
315,16.0,43.79,3458354.0,62940.0
318,50.0,141.68,88711801.0,63001.0
320,40.0,113.77,25178062.0,940685.0
322,25.0,272.79,15784676.0,87443514.0
323,16.0,149.64,12328276.0,29578868.0
325,40.0,123.42,23633775.0,2041103.0
326,35.0,108.3,23554969.0,1132.0
327,40.0,97.38,16881747.0,1293240.0
328,54.0,46.13,24456559.0,249075.0
329,25.0,82.24,10543209.0,9313882.0
331,25.0,534.06,30505535.0,99717836.0
332,40.0,141.09,26627231.0,1673391.0
333,25.0,189.81,1454228.0,11715687.0
335,23.0,243.49,22566880.0,108651800.0
336,32.0,88.67,16700083.0,90657.0
337,40.0,122.6,22770024.0,2027795.0
338,30.0,71.42,17897990.0,1124465.0
341,44.0,98.05,63716335.0,1047.0
342,25.0,107.98,27835592.0,85511654.0
343,25.0,223.53,31205247.0,205674382.0
344,20.0,185.98,12091845.0,71387714.0
345,22.0,165.76,10153883.0,44692009.0
346,25.0,228.25,19283117.0,75480097.0
347,91.0,365.79,91278471.0,23150816.0
348,25.0,57.39,1623531.0,4106478.0
349,25.0,63.93,3533880.0,2260166.0
350,18.0,148.97,9140819.0,37649963.0
354,25.0,91.68,6289407.0,26428757.0
355,14.0,70.39,3345412.0,12540670.0
356,10.0,114.45,4541583.0,32714185.0
357,11.0,225.32,5940388.0,55828871.0
358,19.0,121.65,5383169.0,23299665.0
359,25.0,426.18,16302472.0,97715236.0
360,25.0,176.53,11246561.0,33283130.0
361,11.0,51.23,206489.0,1118191.0
362,100.0,668.51,59151102.0,37107481.0
363,68.0,486.27,78345868.0,37176415.0
364,60.0,212.88,62356176.0,11913660.0
365,88.0,210.43,60450861.0,6390272.0
366,71.0,163.02,9459593.0,1070640.0
367,16.0,150.22,8429170.0,42107053.0
369,25.0,186.34,8538801.0,54166865.0
370,18.0,112.07,19124898.0,35125198.0
371,25.0,518.55,40275392.0,142226542.0
372,16.0,154.7,3120078.0,41674284.0
373,25.0,234.88,121836436.0,96276298.0
377,25.0,173.95,11916018.0,44189800.0
378,44.0,272.32,9514360.0,5542097.0
379,70.0,90.3,16572400.0,788190.0
380,97.0,134.18,41653945.0,660200.0
382,25.0,242.34,11533331.0,63083721.0
384,24.0,392.05,31285074.0,170391194.0
385,3.0,41.26,71467481.0,287984882.0
386,25.0,193.18,13245614.0,49208820.0
387,25.0,332.45,34499984.0,72712387.0
388,72.0,118.16,24339399.0,960953.0
389,41.0,88.81,11204141.0,320302.0
390,92.0,123.09,18800621.0,357617.0
391,52.0,108.82,3472668.0,17714052.0
393,25.0,86.02,6402194.0,17079094.0
394,22.0,22.0,31750547.0,195376.0
395,25.0,159.84,13132299.0,55257899.0
396,40.0,119.09,32716380.0,736.0
397,16.0,232.41,1916022.0,17828646.0
398,72.0,71.31,16655100.0,970518.0
400,19.0,231.62,24290365.0,60291889.0
401,25.0,115.44,8621434.0,16606157.0
403,25.0,137.79,3521053.0,29806123.0
404,18.0,175.47,18742034.0,18764454.0
405,25.0,125.67,8610657.0,18539503.0
406,25.0,248.54,42753097.0,75385438.0
407,219.0,1403.82,206485726.0,137276510.0
408,1.0,0.05,7215941.0,4105266.0
410,25.0,227.42,21510195.0,95011482.0
411,25.0,171.7,230392051.0,244156549.0
413,667.0,1093.58,198505355.0,4766847.0
414,40.0,92.64,28819228.0,491837.0
415,25.0,125.1,5203103.0,26686136.0
416,18.0,160.91,18022652.0,39316044.0
420,20.0,109.96,10495700.0,19418362.0
421,25.0,394.32,23397120.0,145707238.0
422,13.0,218.68,27728218.0,119982414.0
423,25.0,251.15,19557616.0,69814083.0
424,25.0,64.37,2150630.0,2906840.0
425,25.0,176.23,14221336.0,61467752.0
426,134.0,852.25,228727678.0,142196778.0
427,40.0,123.47,44405462.0,1293778.0
429,17.0,127.03,6050501.0,36326033.0
431,25.0,276.07,20679809.0,89532923.0
432,18.0,113.82,5832563.0,27285146.0
433,88.0,243.55,46616083.0,4118013.0
434,68.0,77.22,27699000.0,32400.0
436,160.0,611.04,217388365.0,142691691.0
437,52.0,90.32,58476033.0,41141112.0
438,61.0,90.73,28387871.0,1273873.0
440,20.0,141.06,21467185.0,39803567.0
441,25.0,132.96,10220540.0,50941375.0
442,25.0,227.4,11679336.0,219623206.0
443,30.0,98.71,21572025.0,18338054.0
444,25.0,3.05,1060490.0,3257428.0
445,45.0,130.0,61857188.0,1659324.0
446,35.0,77.1,27012728.0,1350.0
447,341.0,4376.0,1049190906.0,616990425.0
448,90.0,134.98,31202761.0,4984775.0
450,150.0,586.18,213323800.0,63523095.0
451,25.0,184.0,2227809.0,27504389.0
452,25.0,181.6,27406412.0,62721421.0
454,12.0,72.2,1557385.0,13771373.0
457,50.0,143.01,28877273.0,365066.0
458,72.0,139.9,31273795.0,2968088.0
459,47.0,170.39,92304554.0,103921344.0
460,22.0,102.42,9011949.0,140192115.0
461,25.0,105.05,17390675.0,57684347.0
462,15.0,165.15,9119621.0,62308169.0
464,25.0,208.1,9256331.0,35554881.0
465,16.0,105.45,7507798.0,42107616.0
469,25.0,266.78,44701645.0,113254533.0
470,96.0,637.0,203873546.0,80827157.0
471,15.0,137.54,4523642.0,23696003.0
473,25.0,81.15,7930241.0,10559275.0
474,25.0,315.46,37810022.0,106252220.0
475,42.0,85.25,20795841.0,2285954.0
476,19.0,207.38,9000137.0,101908335.0
477,49.0,461.85,36971207.0,169614846.0
478,24.0,110.85,7788560.0,28200440.0
479,25.0,188.72,48644477.0,127791714.0
480,25.0,283.69,14664151.0,109301220.0
481,56.0,258.83,70028069.0,98920954.0
482,119.0,1228.0,136515905.0,59943390.0
483,24.0,121.49,3054137.0,26742841.0
484,25.0,209.83,28726348.0,151769491.0
485,65.0,170.92,65582673.0,12156065.0
487,12.0,134.67,7296732.0,17997221.0
488,25.0,168.39,12647747.0,32811178.0
489,25.0,104.36,2831741.0,30270830.0
490,19.0,106.0,8275926.0,6742225.0
491,12.0,39.69,6978957.0,141500.0
493,25.0,216.2,27034072.0,54533496.0
494,25.0,394.25,17093956.0,108295300.0
496,16.0,72.0,14499206.0,40200720.0
497,25.0,78.28,4704581.0,44888652.0
498,25.0,180.0,8943314.0,54501727.0
500,120.0,231.43,72660398.0,54705001.0
502,20.0,154.18,13542774.0,22725138.0
504,20.0,253.03,44519981.0,154781670.0
505,25.0,154.54,12120023.0,111458280.0
506,20.0,115.61,7359545.0,46947187.0
507,29.0,127.78,41387673.0,53484499.0
508,25.0,511.83,34992500.0,157093287.0
509,16.0,105.16,4401715.0,14626341.0
510,25.0,286.21,22458966.0,64306138.0
511,24.0,198.05,16175548.0,55916981.0
512,336.0,1231.81,299954154.0,205356941.0
514,10.0,88.0,10927784.0,5651471.0
515,60.0,74.36,29900547.0,228578.0
518,386.0,3732.39,1959330806.0,1318213017.0
519,100.0,120.81,32862719.0,390600.0
520,62.0,109.3,20032103.0,73995.0
521,25.0,97.97,4662637.0,15365157.0
522,25.0,71.28,8520201.0,26831818.0
523,20.0,79.39,7273759.0,4368341.0
524,60.0,255.0,55094243.0,9080340.0
525,25.0,115.88,12641824.0,37485528.0
527,36.0,66.12,12106525.0,47740561.0
529,25.0,166.17,20956158.0,64568703.0
530,77.0,655.22,69908313.0,51066855.0
531,49.0,397.92,69058968.0,158183481.0
532,34.0,110.35,37205617.0,1335709.0
533,25.0,856.85,67458596.0,251917761.0
534,25.0,413.2,44114623.0,115743406.0
537,140.0,236.57,35641200.0,378675.0
538,90.0,102.31,20539800.0,90535.0
539,25.0,320.43,74185767.0,137935756.0
540,46.0,128.0,32924450.0,8234622.0
543,25.0,247.71,73714791.0,183033421.0
544,187.0,539.01,140160334.0,27167116.0
545,25.0,586.5,68973296.0,287252379.0
546,17.0,71.85,11475448.0,6732531.0
547,15.0,39.02,21508286.0,651.0
550,25.0,408.64,17532228.0,113420549.0
551,22.0,84.57,2307773.0,18848446.0
552,25.0,373.53,19593533.0,79514460.0
553,25.0,443.15,39427311.0,167363501.0
554,234.0,225.63,36665309.0,3143998.0
556,14.0,82.8,2982431.0,23965998.0
557,25.0,100.02,18740943.0,53633328.0
558,25.0,117.55,21984621.0,57348962.0
559,133.0,3325.0,519549537.0,1357927012.0
560,25.0,525.94,24762902.0,148048927.0
561,39.0,64.02,6936263.0,83037.0
562,68.0,148.32,14058834.0,1823712.0
563,88.0,131.58,39948688.0,1483635.0
564,17.0,169.23,4345562.0,44792056.0
565,24.0,156.29,19671420.0,9883857.0
570,20.0,111.9,6858589.0,21832833.0
572,45.0,69.76,13532311.0,1414550.0
573,40.0,37.82,5396353.0,195200.0
574,18.0,155.86,13682842.0,49372107.0
575,20.0,198.1,10183004.0,64524872.0
577,25.0,157.37,9869599.0,35478644.0
580,25.0,325.94,33713715.0,83846373.0
581,10.0,194.09,9319231.0,93290279.0
583,25.0,226.84,18549770.0,133508083.0
584,25.0,566.6,92345667.0,200168914.0
585,25.0,83.0,1007441.0,4991164.0
586,28.0,86.52,9663957.0,23434898.0
587,25.0,317.64,55164034.0,107988709.0
588,25.0,83.0,1175417.0,5096368.0
589,16.0,114.94,13567329.0,67936230.0
590,20.0,186.06,12262217.0,48572846.0
591,25.0,96.51,8610556.0,46420754.0
592,41.0,16.8,1469093.0,2456173.0
593,48.0,260.0,29818000.0,44059600.0
595,25.0,159.71,15916020.0,49149451.0
596,40.0,78.17,31382743.0,735844.0
598,100.0,258.9,58511597.0,7916375.0
605,135.0,693.1,122555193.0,59815602.0
606,58.0,171.61,41273725.0,662898.0
607,72.0,57.69,12499525.0,570600.0
608,26.0,47.7,3058310.0,6535136.0
611,25.0,285.99,16664980.0,81907631.0
614,32.0,62.7,25201886.0,29862477.0
616,50.0,138.0,32621986.0,2495341.0
619,72.0,171.72,52136000.0,4862304.0
620,72.0,155.99,31193800.0,5799555.0
621,25.0,85.28,5558593.0,13140552.0
622,25.0,70.0,5087392.0,4417021.0
623,58.0,132.56,140408528.0,2676335.0
624,40.0,107.48,23193675.0,581552.0
625,151.0,272.87,128877920.0,4517774.0
626,40.0,121.23,48106229.0,1046711.0
628,25.0,349.08,24466103.0,110102525.0
630,57.0,418.72,48020013.0,44131419.0
631,82.0,132.2,16785536.0,88432.0
633,25.0,194.7,16066221.0,43451411.0
635,162.0,159.2,32227751.0,2010512.0
636,75.0,173.07,39493858.0,3115644.0
637,90.0,156.63,35203056.0,1562568.0
638,80.0,241.33,51684901.0,11360728.0
639,55.0,138.0,35721163.0,1003759.0
641,42.0,159.91,18736446.0,8590137.0
644,111.0,125.9,19241554.0,342875.0
645,25.0,101.33,12411163.0,16850443.0
651,73.0,165.81,56542074.0,20146626.0
653,25.0,65.0,1910165.0,8462637.0
654,25.0,72.99,7833296.0,63902384.0
655,16.0,154.02,6136573.0,41039270.0
656,139.0,429.06,186617905.0,18792401.0
657,26.0,98.0,5860357.0,10152656.0
658,2.0,50.67,166543.0,22123232.0
659,25.0,264.45,42937190.0,24241652.0
660,25.0,251.06,40566064.0,43822094.0
664,44.0,121.24,27279062.0,10630384.0
665,25.0,110.0,15086722.0,71394476.0
666,15.0,136.02,7824182.0,10598955.0
667,34.0,133.41,40670542.0,17296306.0
668,25.0,158.81,5342756.0,36050391.0
672,86.0,395.97,42796414.0,8234912.0
673,25.0,285.54,19870655.0,42958148.0
674,148.0,473.69,179460775.0,50441045.0
675,18.0,177.26,7096341.0,24173433.0
676,25.0,246.45,10823800.0,91952703.0
677,20.0,81.54,3688111.0,23026437.0
679,120.0,176.7,30773535.0,1479625.0
680,25.0,302.35,26207587.0,89446507.0
681,19.0,37.4,586771.0,1958693.0
683,50.0,154.63,40967862.0,31004434.0
684,25.0,140.0,1282114.0,24911742.0
685,25.0,131.0,2988901.0,17884356.0
686,25.0,294.02,9041071.0,53404892.0
692,27.0,90.0,24122568.0,354769.0
693,23.0,122.06,8582434.0,31325895.0
696,25.0,51.2,2040247.0,15125156.0
697,25.0,365.67,9950717.0,35740610.0
698,42.0,282.6,19520913.0,27730447.0
699,149.0,1074.37,224712901.0,344137697.0
700,12.0,42.71,6100544.0,5076911.0
701,61.0,183.34,56601977.0,3623420.0
702,32.0,456.75,41897008.0,132874223.0
705,25.0,138.37,7319493.0,57891603.0
707,47.0,190.23,23577484.0,20924732.0
708,21.0,390.24,32525954.0,136510449.0
709,12.0,27.29,6014012.0,371850.0
710,25.0,437.42,22774967.0,157108204.0
711,25.0,137.29,6057952.0,37380492.0
713,25.0,286.12,23693266.0,161915656.0
714,15.0,166.67,14279915.0,82975125.0
716,25.0,146.78,9865107.0,46049283.0
721,25.0,253.88,23663043.0,104539989.0
723,12.0,18.08,733964.0,1192407.0
724,39.0,73.85,12719333.0,13475982.0
725,25.0,279.93,38514862.0,99653090.0
727,13.0,82.3,3244707.0,31219963.0
729,25.0,224.15,20417520.0,109063983.0
732,94.0,506.52,135201243.0,114694677.0
734,25.0,618.58,22465620.0,131366024.0
736,16.0,269.16,6519791.0,77273786.0
737,60.0,76.26,28179987.0,31870134.0
738,22.0,278.91,30081619.0,46022164.0
739,74.0,363.15,122812828.0,17035647.0
740,30.0,87.42,18248893.0,183.0
741,30.0,77.14,13594720.0,10608753.0
742,25.0,147.13,16556845.0,40936428.0
743,15.0,60.27,5136123.0,13615401.0
744,25.0,199.45,38894248.0,66805215.0
745,25.0,269.3,18226909.0,60974279.0
746,25.0,232.85,32449308.0,65337310.0
747,175.0,529.5,72519690.0,3161533.0
748,88.0,326.3,47563541.0,4238795.0
749,25.0,157.46,4146521.0,61555125.0
750,25.0,579.47,32755232.0,149414647.0
751,18.0,104.12,6767818.0,18542859.0
752,25.0,113.31,21839277.0,30609644.0
753,15.0,44.47,11536114.0,8285574.0
754,16.0,36.71,14229265.0,31068.0
755,15.0,98.19,8246218.0,30993359.0
756,24.0,126.77,1521568.0,22246593.0
757,90.0,145.59,2285218.0,119775.0
758,25.0,172.41,4946101.0,38443342.0
759,25.0,274.75,17064978.0,73963333.0
760,22.0,193.22,7978538.0,32683768.0
761,25.0,221.16,20918837.0,120471158.0
762,25.0,303.47,46851306.0,88270648.0
763,61.0,158.42,344675127.0,31334293.0
764,25.0,160.23,17293319.0,49892999.0
765,25.0,289.74,20929491.0,72413306.0
766,24.0,25.02,15710416.0,-11414.0
768,25.0,91.4,6271382.0,30703092.0
769,25.0,215.82,22223503.0,36562616.0
770,25.0,151.11,8146103.0,44407315.0
771,25.0,188.9,19740143.0,89709847.0
772,17.0,153.26,4270042.0,22127894.0
773,25.0,128.35,2767476.0,28375795.0
774,22.0,193.23,12084597.0,53785125.0
775,25.0,256.77,8257497.0,47852889.0
776,15.0,16.25,930232.0,4608586.0
777,14.0,180.29,16884114.0,38658292.0
778,14.0,192.2,14642812.0,47045457.0
779,25.0,168.48,13768620.0,49129535.0
780,25.0,438.25,52229999.0,171511527.0
781,24.0,110.59,15144525.0,13933186.0
782,19.0,107.69,3901508.0,20990428.0
783,62.0,108.03,344675127.0,31334293.0
784,101.0,548.4,44283361.0,293113.0
789,25.0,317.08,23386511.0,126805088.0
790,25.0,359.0,35540976.0,186291160.0
791,25.0,414.6,28795910.0,141042762.0
792,25.0,372.36,26754492.0,122103801.0
794,93.0,224.02,59211892.0,1627155.0
796,24.0,158.5,4356406.0,4534219.0
797,25.0,108.02,13271136.0,26070800.0
798,25.0,155.48,16226207.0,113354186.0
799,15.0,49.4,3899689.0,16579220.0
801,21.0,148.02,6296078.0,50062652.0
802,25.0,140.28,3697664.0,30798183.0
803,25.0,358.23,28932879.0,157183072.0
804,25.0,223.53,25665742.0,80718353.0
805,25.0,63.83,12828746.0,33778983.0
806,49.0,436.34,43317330.0,121723286.0
809,25.0,141.0,9742943.0,48146162.0
810,16.0,126.51,4532304.0,29401079.0
811,25.0,245.88,14166262.0,58592218.0
812,25.0,56.4,6608408.0,13825818.0
813,17.0,133.98,13972132.0,30558841.0
814,20.0,1577.0,100020994.0,1309424481.0
815,59.0,92.5,54621882.0,218870.0
816,25.0,338.13,22625201.0,71736554.0
820,49.0,181.95,104565244.0,45739150.0
821,54.0,23.47,13169775.0,2049852.0
822,25.0,28.13,2160699.0,1472027.0
823,25.0,275.38,29109867.0,66126942.0
824,22.0,130.98,8149463.0,20436742.0
825,25.0,284.12,30386501.0,56933948.0
826,13.0,89.88,5058732.0,18941374.0
827,25.0,157.9,6521115.0,44981187.0
828,25.0,137.07,32264144.0,61313851.0
829,60.0,163.8,113715453.0,365520.0
830,25.0,103.04,10087349.0,32072255.0
831,64.0,62.0,11938819.0,21440.0
832,25.0,156.1,6134363.0,47290056.0
833,112.0,176.4,58165900.0,571340.0
834,92.0,302.42,82639132.0,186761209.0
835,25.0,400.93,31094805.0,121881437.0
836,25.0,53.28,2576332.0,3210800.0
837,15.0,40.23,5166815.0,4164154.0
838,25.0,112.13,12986441.0,45299946.0
839,25.0,250.02,40819342.0,82022745.0
841,16.0,33.55,17706873.0,12299671.0
842,15.0,177.2,3100380.0,2923631.0
843,22.0,208.53,9005683.0,38026607.0
844,84.0,170.5,50810950.0,9090500.0
845,89.0,297.25,63945310.0,41903378.0
846,64.0,161.6,63375688.0,69047.0
849,25.0,83.9,7622479.0,19703287.0
851,25.0,353.72,31242923.0,148105781.0
854,17.0,131.49,9152565.0,23337701.0
856,17.0,22.78,32456245.0,2244160.0
857,17.0,236.81,35066129.0,92828579.0
858,4.0,28.92,5093252.0,1786680.0
859,148.0,266.17,97730400.0,4764500.0
860,137.0,1494.52,119831311.0,130372491.0
861,25.0,113.46,8354383.0,23836459.0
863,55.0,103.1,51504590.0,62316.0
866,59.0,149.96,114311647.0,142565.0
867,25.0,308.38,36706476.0,105758123.0
869,102.0,187.84,72230400.0,1351875.0
870,230.0,626.33,58950642.0,4972.0
872,84.0,123.81,37646050.0,3036275.0
873,25.0,135.87,26085916.0,88749411.0
874,665.0,5167.59,685721219.0,662384068.0
878,25.0,142.77,9945243.0,46613933.0
