code,count,mean,std,min,25%,50%,75%,max
2731-8,37.0,109.04054054054055,213.3979387324424,1.6,27.7,46.6,66.0,1222.0
27353-2,103.0,136.26116504854366,43.86945927923986,82.5,111.2,119.8,142.7,297.7
27395-3,1.0,0.96,,0.96,0.96,0.96,0.96,0.96
2742-5,15.0,38.2,27.610039581903642,5.0,20.5,29.0,57.0,103.0
2744-1,143.0,7.378111888111888,0.10091099863944429,6.9,7.33,7.39,7.445,7.54
2746-6,50.0,7.340440000000001,0.1175840402886899,6.76,7.2875,7.37,7.416,7.46
2748-2,1.0,7.9,,7.9,7.9,7.9,7.9,7.9
2750-8,1.0,7.48,,7.48,7.48,7.48,7.48,7.48
2756-5,7.0,6.285714285714286,1.2535663410560174,5.0,5.5,6.0,7.0,8.0
2777-1,1751.0,3.460022844089092,0.9657511063818924,0.7,2.9,3.4,3.9,8.8
2778-9,1.0,62.6,,62.6,62.6,62.6,62.6,62.6
27811-9,2.0,95.5,2.1213203435596424,94.0,94.75,95.5,96.25,97.0
27816-8,2.0,265.0,197.9898987322333,125.0,195.0,265.0,335.0,405.0
27818-4,2.0,117.5,33.23401871576773,94.0,105.75,117.5,129.25,141.0
27822-6,2.0,131.0,28.284271247461902,111.0,121.0,131.0,141.0,151.0
27948-9,2.0,3.6950000000000003,4.999244942988891,0.16,1.9275,3.6950000000000003,5.4625,7.23
27949-7,2.0,2.4,0.14142135623730964,2.3,2.3499999999999996,2.4,2.45,2.5
27994-3,0.0,,,,,,,
2823-3,3892.0,4.136279547790339,0.5052582230645046,2.2,3.8,4.1,4.4,6.8
2828-2,88.0,32.86136363636364,22.699189472684335,2.3,16.875,27.0,39.875,120.0
2839-9,3.0,3.5,2.5,1.0,2.25,3.5,4.75,6.0
2842-3,16.0,11.85,9.824119977551847,3.4,6.05,7.5,13.825,39.4
28539-5,115.0,29.21304347826086,2.1219207510017086,20.7,28.0,29.4,30.55,35.3
28540-3,115.0,32.59391304347826,1.3629358762973962,28.2,31.9,32.5,33.4,36.2
28541-1,87.0,1.7942528735632186,1.165926752041211,0.9,1.0,1.0,2.0,6.0
28542-9,112.0,10.250892857142857,0.7552811702105686,8.9,9.6,10.2,10.7,12.7
28544-5,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
2857-1,125.0,2.191464,5.728646401150918,0.01,0.5,1.16,2.0,62.3
2862-1,50.0,4.06,6.6564990491876985,1.8,2.6,3.1500000000000004,3.8,49.9
28637-7,4.0,5.574999999999999,3.52550232827418,1.4,3.35,5.9,8.125,9.1
28638-5,1.0,0.6,,0.6,0.6,0.6,0.6,0.6
28639-3,1.0,0.2,,0.2,0.2,0.2,0.2,0.2
28640-1,3.0,23.666666666666668,2.886751345948129,22.0,22.0,22.0,24.5,27.0
28641-9,5.0,22.6,3.507135583350036,19.0,21.0,21.0,24.0,28.0
28644-3,3.0,65.0,14.730919862656235,56.0,56.5,57.0,69.5,82.0
28645-0,5.0,53.4,15.868207208125309,38.0,42.0,46.0,70.0,71.0
28646-8,3.0,7.176666666666667,0.12662279942148388,7.04,7.12,7.2,7.245,7.29
28647-6,5.0,7.254,0.10922453936730527,7.09,7.21,7.27,7.34,7.36
28648-4,1.0,17.0,,17.0,17.0,17.0,17.0,17.0
28649-2,2.0,27.0,2.8284271247461903,25.0,26.0,27.0,28.0,29.0
2865-4,68.0,0.27308823529411763,0.22319429560557588,0.17,0.2,0.2,0.3,2.0
2868-8,68.0,1.0304411764705883,0.6484411475695244,0.5,0.8,1.0,1.1,6.0
2871-2,58.0,1.1356896551724138,1.3277670373620298,0.7,0.9,0.9,1.0,11.0
2874-6,72.0,1.3745833333333333,2.2507788558066912,0.2,0.475,0.9,1.3,14.7
2880-3,47.0,105.77446808510638,109.37085787055595,6.7,33.3,70.2,114.30000000000001,486.9
2881-1,8.0,2.875,1.188937100342751,0.3,2.625,3.1,3.725,3.9
2885-2,1909.0,6.757150340492404,0.963276123372569,3.1,6.3,6.9,7.4,10.3
2888-6,64.0,64.6171875,107.87228126344672,5.4,15.375,24.85,71.1,547.2
2889-4,23.0,36.54804347826087,80.20270206028441,0.113,0.7165,3.643,7.4795,262.0
2890-2,13.0,651.9542307692308,1049.5678439523854,0.073,2.323,79.0,588.0,3044.0
2900-9,1.0,11.3,,11.3,11.3,11.3,11.3,11.3
2905-8,1.0,0.93,,0.93,0.93,0.93,0.93,0.93
29142-7,1.0,152.0,,152.0,152.0,152.0,152.0,152.0
2915-7,1.0,1.03,,1.03,1.03,1.03,1.03,1.03
2923-1,6.0,5.1433333333333335,11.688664024030574,0.04,0.38,0.45999999999999996,0.525,29.0
29252-4,4.0,14696239.75,229197.28827420712,14362759.0,14644708.75,14773513.0,14825044.0,14875174.0
29253-2,3.0,1.0233333333333332,0.20840665376454115,0.84,0.9099999999999999,0.98,1.115,1.25
29254-0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
29257-3,0.0,,,,,,,
29374-6,10.0,3.7299999999999995,2.5377373999512067,0.3,3.0,3.0,4.0,10.0
2947-0,478.0,137.80334728033472,7.22584382345097,13.0,136.0,139.0,141.0,154.0
29497-5,0.0,,,,,,,
29507-1,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
29509-7,1.0,18.0,,18.0,18.0,18.0,18.0,18.0
2951-2,3913.0,139.09276769741885,4.633702372879453,121.0,137.0,139.0,141.0,166.0
29519-6,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
29535-2,1.0,2.55,,2.55,2.55,2.55,2.55,2.55
29536-0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2955-3,97.0,104.10309278350516,76.15670310507835,5.0,46.0,90.0,151.0,321.0
29610-3,0.0,,,,,,,
2963-7,1.0,0.2,,0.2,0.2,0.2,0.2,0.2
2964-5,1.0,1.023,,1.023,1.023,1.023,1.023,1.023
29644-2,0.0,,,,,,,
2965-2,97.0,1.0183092783505157,0.006348163817104693,1.002,1.014,1.019,1.023,1.038
29723-4,0.0,,,,,,,
29771-3,0.0,,,,,,,
29859-6,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2986-8,19.0,217.91578947368419,167.29246932362994,10.0,54.5,272.0,343.5,484.6
29893-5,0.0,,,,,,,
29898-4,0.0,,,,,,,
29908-1,0.0,,,,,,,
29909-9,0.0,,,,,,,
2991-8,5.0,30.619999999999997,24.556709877343096,2.2,6.1,43.0,47.2,54.6
29910-7,0.0,,,,,,,
29953-7,14.0,328.57142857142856,664.1924783913535,40.0,40.0,80.0,280.0,2560.0
2998-3,3.0,140.0,22.60530911091463,115.0,130.5,146.0,152.5,159.0
29990-9,0.0,,,,,,,
29994-1,0.0,,,,,,,
29996-6,5.0,0.21999999999999997,0.19235384061671346,0.0,0.1,0.2,0.3,0.5
30000-4,2.0,1478.8,1841.5889009222444,176.6,827.7,1478.8,2129.9,2781.0
30039-2,0.0,,,,,,,
30083-0,11.0,149.14363636363635,123.49686888927405,0.0,10.42,164.0,265.0,302.0
3013-0,11.0,11.281818181818181,32.536374050647325,0.3,0.4,0.6,0.85,109.0
30153-1,1.0,0.52,,0.52,0.52,0.52,0.52,0.52
3016-3,175.0,3.8972400000000005,7.388481927631856,0.09,1.3900000000000001,2.09,3.5,71.29
30167-1,0.0,,,,,,,
30180-4,368.0,0.40597826086956523,0.646783801304319,0.0,0.0,0.0,0.9,4.0
30190-3,2.0,0.005,0.007071067811865475,0.0,0.0025,0.005,0.0075,0.01
30191-1,2.0,5.645,0.44547727214752486,5.33,5.4875,5.645,5.8025,5.96
30211-7,2.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
3023-9,14.0,22.924285714285713,16.983187937706884,0.92,1.0175,34.5,35.0,37.0
30233-1,2.0,0.015,0.007071067811865475,0.01,0.0125,0.015,0.0175,0.02
30234-9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30235-6,2.0,0.005,0.007071067811865475,0.0,0.0025,0.005,0.0075,0.01
30237-2,2.0,0.005,0.007071067811865475,0.0,0.0025,0.005,0.0075,0.01
30238-0,2.0,0.005,0.007071067811865475,0.0,0.0025,0.005,0.0075,0.01
30239-8,1.0,61.0,,61.0,61.0,61.0,61.0,61.0
3024-7,190.0,1.2023684210526315,0.3191990158128725,0.4,1.0,1.17,1.385,2.14
30242-2,3.0,5.666666666666667,0.945163125250522,4.6,5.3,6.0,6.2,6.4
30243-0,44.0,10648.15909090909,23464.501251339254,1.0,1.0,4.0,7873.25,104330.0
3026-2,185.0,7.756756756756757,2.241037771607617,3.8,6.6,7.4,8.3,18.5
30312-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30313-1,59.0,11.481355932203389,2.12695950841532,8.0,10.0,11.9,12.0,21.0
30317-2,2.0,7.6499999999999995,2.192031021678297,6.1,6.875,7.6499999999999995,8.424999999999999,9.2
30327-1,2.0,0.07500000000000001,0.007071067811865472,0.07,0.07250000000000001,0.07500000000000001,0.0775,0.08
30328-9,2.0,0.08,0.0,0.08,0.08,0.08,0.08,0.08
30331-3,2.0,0.04,0.014142135623730954,0.03,0.035,0.04,0.045,0.05
30332-1,2.0,0.025,0.007071067811865474,0.02,0.0225,0.025,0.0275,0.03
30339-6,0.0,,,,,,,
3034-6,73.0,207.34246575342465,72.70454272412766,63.0,143.0,205.0,259.0,395.0
30341-2,36.0,35.22222222222222,26.749751519391843,5.0,15.0,26.0,51.0,112.0
30349-5,2.0,0.03,0.0,0.03,0.03,0.03,0.03,0.03
30350-3,10.0,10.0,5.206833117271103,2.0,6.5,9.0,13.75,19.0
30356-0,2.0,0.060000000000000005,0.014142135623730954,0.05,0.05500000000000001,0.060000000000000005,0.065,0.07
30357-8,2.0,0.015,0.007071067811865475,0.01,0.0125,0.015,0.0175,0.02
30358-6,2.0,0.04,0.014142135623730954,0.03,0.035,0.04,0.045,0.05
30361-0,0.0,,,,,,,
30385-9,115.0,14.301739130434783,2.0328004453581667,11.2,12.9,13.9,15.2,20.8
30392-5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3040-3,316.0,97.17088607594937,462.45880047179935,3.0,21.0,30.0,54.25,6015.0
30427-9,1.0,70.0,,70.0,70.0,70.0,70.0,70.0
30428-7,115.0,89.69478260869563,6.38863908685966,66.9,85.55000000000001,89.2,94.35,105.1
30451-9,440.0,9.260477272727274,8.848683646587588,0.01,2.325,6.75,14.24,71.52
30471-7,6.0,27.666666666666668,28.640297950033037,7.0,9.75,14.0,35.5,80.0
3050-2,48.0,13.423124999999999,14.753992486168444,0.57,0.9475,1.11,28.549999999999997,39.3
3051-0,5.0,61.188,129.58720507827923,2.9,3.04,3.3,3.7,293.0
30522-7,25.0,35.2428,50.30315509654108,0.23,1.5,7.15,45.4,180.0
3053-6,48.0,103.98062499999999,44.01464139406196,1.0,70.75,103.0,136.25,213.0
30531-8,2.0,0.14,0.07071067811865477,0.09,0.11499999999999999,0.14,0.165,0.19
30534-2,2.0,0.05500000000000001,0.02121320343559643,0.04,0.0475,0.05500000000000001,0.0625,0.07
30540-9,2.0,0.09,0.0,0.09,0.09,0.09,0.09,0.09
30541-7,2.0,0.445,0.007071067811865481,0.44,0.4425,0.445,0.4475,0.45
30542-5,2.0,0.09,0.028284271247461894,0.07,0.08,0.09,0.1,0.11
30551-6,2.0,0.625,0.30405591591021547,0.41,0.5175,0.625,0.7324999999999999,0.84
30560-7,2.0,0.025,0.007071067811865474,0.02,0.0225,0.025,0.0275,0.03
30562-3,2.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0
30564-9,2.0,0.02,0.0,0.02,0.02,0.02,0.02,0.02
30565-6,2.0,0.025,0.007071067811865474,0.02,0.0225,0.025,0.0275,0.03
30566-4,2.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04
30592-0,3.0,14909045.666666666,48919.0075158249,14853905.0,14889952.5,14926000.0,14936616.0,14947232.0
30615-9,2.0,14960522.5,29406.449709204953,14939729.0,14950125.75,14960522.5,14970919.25,14981316.0
30620-9,2.0,14611711.5,522698.28240056423,14242108.0,14426909.75,14611711.5,14796513.25,14981315.0
30657-1,2.0,14788469.0,6751.455546769156,14783695.0,14786082.0,14788469.0,14790856.0,14793243.0
30667-0,1.0,14662216.0,,14662216.0,14662216.0,14662216.0,14662216.0,14662216.0
30679-5,4.0,14358285.5,209582.42077919288,14234333.0,14235309.5,14264430.0,14387406.0,14669949.0
30704-1,4.0,14704097.5,302753.5623456807,14283442.0,14583332.5,14799684.0,14920449.0,14933580.0
30794-2,3.0,14712119.0,141756.87324077095,14592774.0,14633773.5,14674773.0,14771791.5,14868810.0
30799-1,13.0,14868729.615384616,180423.08365272003,14484335.0,14837976.0,14930901.0,14981679.0,15066113.0
30802-3,4.0,14746049.5,372440.7716496678,14217861.0,14631456.0,14850111.5,14964705.0,15066114.0
3084-1,93.0,5.834408602150536,3.6143582815973416,2.2,3.5,4.8,6.7,19.5
3093-2,3.0,56.666666666666664,35.23256069793016,16.0,46.0,76.0,77.0,78.0
30934-4,43.0,848.8860465116279,2570.7742725250796,11.2,31.5,104.0,279.0,14012.0
3094-0,3916.0,21.4708886618999,17.768970624785343,2.0,12.0,16.0,23.0,174.0
3095-7,26.0,265.53846153846155,312.9887193838437,5.0,14.0,95.0,488.0,1024.0
3097-3,675.0,21.19037037037037,7.397327631927376,4.0,16.0,20.0,25.0,54.0
31017-7,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
31112-6,14.0,5.171428571428571,2.6145829411292265,1.0,3.55,4.75,6.275,10.7
31147-2,2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
3118-7,1.0,233.0,,233.0,233.0,233.0,233.0,233.0
31201-7,0.0,,,,,,,
3128-6,9.0,2.033333333333333,0.10000000000000009,1.9,2.0,2.0,2.0,2.2
31418-7,0.0,,,,,,,
31444-3,0.0,,,,,,,
3150-0,1308.0,44.2898623853211,29.965915865805496,0.21,30.0,40.0,60.0,100.0
3151-8,2430.0,5.036131687242798,9.144525223067351,0.0,2.0,2.0,3.0,45.0
3154-2,5.0,127.8,167.42968673446174,8.0,25.0,88.0,99.0,419.0
31585-3,0.0,,,,,,,
3160-9,3.0,2.3666666666666667,1.4571661996262928,0.7,1.85,3.0,3.2,3.4
3167-4,28.0,2.3724999999999996,0.993622720709984,1.075,1.7125,2.3,2.6437500000000003,5.125
3173-2,72.0,37.33888888888888,21.43630299449948,23.4,30.75,32.900000000000006,37.275000000000006,199.6
3187-2,3.0,93.0,21.166010488516726,77.0,81.0,85.0,101.0,117.0
3193-0,1.0,106.0,,106.0,106.0,106.0,106.0,106.0
31967-3,0.0,,,,,,,
3198-9,5.0,40.2,13.809417076763234,23.0,30.0,45.0,45.0,58.0
32016-8,20.0,195.65,44.374334687377214,127.0,163.25,194.0,223.5,304.0
32030-9,0.0,,,,,,,
32031-7,2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
32032-5,2.0,5.0,1.4142135623730951,4.0,4.5,5.0,5.5,6.0
32033-3,1.0,11.0,,11.0,11.0,11.0,11.0,11.0
3209-4,6.0,174.0,100.39521900967198,93.0,108.25,120.5,248.25,315.0
32146-3,0.0,,,,,,,
3218-5,3.0,60.666666666666664,14.189197769195175,48.0,53.0,58.0,67.0,76.0
32215-6,101.0,3.9873267326732678,2.4249399543448944,1.5,2.3,2.7,5.9,12.7
32220-6,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
3226-8,3.0,119.0,13.114877048604,107.0,112.0,117.0,125.0,133.0
3232-6,1.0,48.0,,48.0,48.0,48.0,48.0,48.0
32354-3,2.0,28.5,0.7071067811865476,28.0,28.25,28.5,28.75,29.0
32356-8,0.0,,,,,,,
32358-4,0.0,,,,,,,
3243-3,2.0,19.85,5.444722215136416,16.0,17.925,19.85,21.775,23.7
32434-3,0.0,,,,,,,
32546-4,3.0,13.800000000000002,2.457641145488902,12.0,12.4,12.8,14.700000000000001,16.6
3255-7,35.0,449.1714285714286,187.58111746722292,60.0,332.5,451.0,536.5,969.0
32554-8,2.0,43.800000000000004,60.9526045382804,0.7,22.25,43.800000000000004,65.35000000000001,86.9
32623-1,3813.0,9.10899554156832,1.5237522593179476,5.1,7.9,9.1,10.3,14.4
32624-9,0.0,,,,,,,
32628-0,0.0,,,,,,,
32637-1,0.0,,,,,,,
32667-8,0.0,,,,,,,
32673-6,103.0,16.155339805825243,38.111229697427326,0.0,1.0,3.0,5.0,244.0
32677-7,17.0,6.823529411764706,5.865527407207802,1.0,4.0,6.0,7.0,27.0
32682-7,7.0,2.6142857142857143,5.300134769176022,0.0,0.0,0.7,1.55,14.5
32683-5,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
32693-4,39.0,1.3715384615384614,1.0359143900350942,0.4,0.7,1.0,1.5,4.56
32705-6,0.0,,,,,,,
3271-4,2.0,0.36,0.4808326112068523,0.02,0.18999999999999997,0.36,0.53,0.7
32730-4,10.0,0.44000000000000006,0.08432740427115677,0.3,0.4,0.4,0.5,0.6
32731-2,10.0,0.32999999999999996,0.04830458915396481,0.3,0.3,0.3,0.375,0.4
32763-5,0.0,,,,,,,
32765-0,0.0,,,,,,,
32766-8,0.0,,,,,,,
32771-8,150.0,41.75666666666667,9.062456047876138,23.0,36.0,40.0,46.0,77.0
32775-9,1.0,1.45,,1.45,1.45,1.45,1.45,1.45
3289-6,1.0,49.0,,49.0,49.0,49.0,49.0,49.0
3298-7,3.0,46.0,37.72267222772003,15.0,25.0,35.0,61.5,88.0
32998-7,4.0,1.5,0.5773502691896257,1.0,1.0,1.5,2.0,2.0
32999-5,0.0,,,,,,,
33000-1,0.0,,,,,,,
33001-9,0.0,,,,,,,
33033-2,10.0,268092.5,273358.6166270926,34649.0,60997.0,151237.5,362695.5,817397.0
33037-3,187.0,9.540641711229947,4.0671719607161645,2.0,7.0,9.0,11.649999999999999,28.1
33051-4,0.0,,,,,,,
33193-4,8.0,91.0,17.67160757502594,52.0,93.5,100.0,100.0,100.0
33234-6,0.0,,,,,,,
33254-4,150.0,7.370099999999999,0.08515573967736995,7.07,7.32,7.38,7.43,7.54
33256-9,3368.0,10.464961401425178,25.060631672293688,0.03,5.9,8.03,11.1825,1164.0
33341-9,2.0,13.5,6.363961030678928,9.0,11.25,13.5,15.75,18.0
33358-3,2.0,1.25,1.2020815280171309,0.4,0.8250000000000001,1.25,1.675,2.1
33390-6,0.0,,,,,,,
33393-0,2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
3349-8,0.0,,,,,,,
33569-5,1.0,0.7,,0.7,0.7,0.7,0.7,0.7
33571-1,2.0,1111.5,1014.6982310026957,394.0,752.75,1111.5,1470.25,1829.0
33647-9,2.0,13.7,10.182337649086284,6.5,10.1,13.7,17.299999999999997,20.9
3376-1,0.0,,,,,,,
33762-6,77.0,2853.7415584415585,5895.061901182759,15.0,253.0,1157.0,2326.0,42294.0
3377-9,0.0,,,,,,,
3389-4,0.0,,,,,,,
3390-2,0.0,,,,,,,
33914-3,1645.0,79.65276510638299,36.99504892032151,5.2738,59.0385,80.3921,101.2978,282.302
3393-6,0.0,,,,,,,
33935-8,2.0,37.5,51.61879502661797,1.0,19.25,37.5,55.75,74.0
33944-0,46.0,52.06782608695652,112.7429672783391,3.28,8.6475,11.399999999999999,28.425,565.0
33959-8,11.0,0.5063636363636365,0.9061266216955856,0.04,0.06,0.08,0.245,2.33
3414-0,0.0,,,,,,,
34148-7,1.0,1.15,,1.15,1.15,1.15,1.15,1.15
34202-2,1.0,6.0,,6.0,6.0,6.0,6.0,6.0
3422-3,7.0,14.671428571428573,7.207800007795788,3.6,10.95,15.6,18.45,24.7
3432-2,7.0,8.457142857142857,2.943839410733961,4.8,6.95,8.1,9.2,14.0
34366-5,1.0,0.1,,0.1,0.1,0.1,0.1,0.1
34468-9,0.0,,,,,,,
34487-9,0.0,,,,,,,
34535-5,2.0,11.2,10.889444430272832,3.5,7.35,11.2,15.049999999999999,18.9
34571-0,2.0,35.5,4.949747468305833,32.0,33.75,35.5,37.25,39.0
34645-2,0.0,,,,,,,
34660-1,2.0,2.25,0.21213203435596414,2.1,2.175,2.25,2.325,2.4
34661-9,3.0,7.0,2.6457513110645907,4.0,6.0,8.0,8.5,9.0
34714-6,48.0,1.1416666666666668,0.2864554722616632,0.9,1.0,1.1,1.2,2.4
34999-3,38.0,54.931578947368415,8.17524626501238,25.6,51.45,54.8,59.150000000000006,73.9
3520-4,28.0,185.35714285714286,172.89693232197385,45.0,79.5,117.0,172.0,624.0
35275-7,0.0,,,,,,,
35282-3,0.0,,,,,,,
3530-3,1.0,18.0,,18.0,18.0,18.0,18.0,18.0
35365-6,93.0,29.344086021505376,12.966926677928765,6.0,20.0,29.0,37.0,76.0
35383-9,1.0,0.04,,0.04,0.04,0.04,0.04,0.04
35384-7,1.0,38.0,,38.0,38.0,38.0,38.0,38.0
35414-2,1.0,1.027,,1.027,1.027,1.027,1.027,1.027
35492-8,0.0,,,,,,,
35655-0,2.0,1.45,1.5273506473629426,0.37,0.9099999999999999,1.45,1.9899999999999998,2.53
35656-8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35663-4,1.0,49.0,,49.0,49.0,49.0,49.0,49.0
35668-3,8.0,3.4,3.3521847886330574,0.6,0.9750000000000001,1.95,5.25,10.0
35669-1,7.0,10.442857142857141,9.142548357880885,0.7,4.35,9.6,13.2,27.7
35707-9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36266-5,1.0,14926105.0,,14926105.0,14926105.0,14926105.0,14926105.0,14926105.0
36589-0,22.0,14726908.0,263299.4932682806,14259243.0,14502371.75,14752650.0,14933566.0,15100602.0
36643-5,24.0,14594752.916666666,261448.8587698935,14184701.0,14422262.0,14580850.0,14793841.0,15065768.0
36813-4,2.0,14956271.5,27351.597403076845,14936931.0,14946601.25,14956271.5,14965941.75,14975612.0
36916-5,46.0,18.801956521739132,29.897257742665982,0.49,6.465,10.95,23.7,192.0
36952-0,4.0,14508586.0,270996.668969688,14216025.0,14313302.25,14517295.5,14712579.25,14783728.0
3773-9,0.0,,,,,,,
38023-8,2.0,14631865.0,66787.6496966318,14584639.0,14608252.0,14631865.0,14655478.0,14679091.0
38025-3,1.0,14686343.0,,14686343.0,14686343.0,14686343.0,14686343.0,14686343.0
38036-0,4.0,14585351.75,293316.37903166946,14319100.0,14414340.25,14513659.5,14684671.0,14994988.0
38173-1,4.0,0.255,0.1322875655532295,0.16,0.1825,0.20500000000000002,0.2775,0.45
38176-4,1.0,0.241,,0.241,0.241,0.241,0.241,0.241
38178-0,1.0,0.013,,0.013,0.013,0.013,0.013,0.013
38180-6,1.0,6.77,,6.77,6.77,6.77,6.77,6.77
38215-0,1408.0,0.484375,1.4311133657154822,0.0,0.0,0.0,0.0,10.0
38221-8,4.0,3.0,3.4641016151377544,0.0,0.0,3.0,6.0,6.0
38224-2,0.0,,,,,,,
38227-5,5515.0,18.716409791477787,2.9959610374436068,9.0,17.0,19.0,21.0,23.0
38230-9,49.0,4.312244897959183,0.3897823394009066,2.7,4.1,4.3,4.6,5.0
38445-3,3.0,109.0,82.27393268830657,21.0,71.5,122.0,153.0,184.0
38483-4,286.0,0.8653846153846154,0.4648610722186119,0.1,0.6,0.8,1.0,3.8
38494-1,1.0,27.0,,27.0,27.0,27.0,27.0,27.0
38518-7,69.0,0.20869565217391306,0.44712780461215895,0.0,0.0,0.0,0.3,2.9
3879-4,0.0,,,,,,,
38917-1,0.0,,,,,,,
39001-3,2.0,0.01,0.01414213562373095,0.0,0.005,0.01,0.015,0.02
39106-0,0.0,,,,,,,
3936-2,0.0,,,,,,,
3948-7,4.0,23.025,3.051092700438102,19.2,21.45,23.299999999999997,24.875,26.3
39486-6,16.0,7.2875,0.08880690663831645,7.04,7.2475000000000005,7.279999999999999,7.3475,7.39
39528-5,0.0,,,,,,,
39534-3,0.0,,,,,,,
3968-5,6.0,10.016666666666666,7.955480291388237,5.2,6.0,6.95,8.725,26.0
3969-3,6.0,0.9666666666666667,0.2658320271650252,0.7,0.725,0.9500000000000001,1.175,1.3
4024-6,2.0,4.3,0.7071067811865476,3.8,4.05,4.3,4.55,4.8
40466-5,0.0,,,,,,,
4049-3,5.0,7.340000000000001,2.2611943746613203,4.7,5.4,7.6,9.1,9.9
40619-9,16.0,46.9375,10.122376203243979,32.0,41.75,44.5,50.25,71.0
4086-5,34.0,59.13235294117647,17.627728167761898,14.2,52.9,60.25,64.875,96.0
40869-0,3.0,0.36666666666666664,0.28867513459481287,0.2,0.2,0.2,0.44999999999999996,0.7
4092-3,7.0,8.514285714285714,2.399603141791417,6.4,6.800000000000001,6.9,10.15,12.4
40973-0,1.0,0.74,,0.74,0.74,0.74,0.74,0.74
40974-8,1.0,9.48,,9.48,9.48,9.48,9.48,9.48
40982-1,0.0,,,,,,,
40988-8,0.0,,,,,,,
40991-2,0.0,,,,,,,
41003-5,0.0,,,,,,,
41005-0,0.0,,,,,,,
41009-2,0.0,,,,,,,
41010-0,0.0,,,,,,,
41103-3,2.0,32.8,7.071067811865473,27.8,30.3,32.8,35.3,37.8
41276-7,2.0,18.0,4.242640687119285,15.0,16.5,18.0,19.5,21.0
41279-1,3.0,0.09666666666666668,0.030550504633038933,0.07,0.08,0.09,0.11,0.13
41399-7,2.0,0.4,0.028284271247461888,0.38,0.39,0.4,0.41,0.42
41476-3,0.0,,,,,,,
41488-8,0.0,,,,,,,
41512-5,0.0,,,,,,,
41653-7,1.0,211.0,,211.0,211.0,211.0,211.0,211.0
41858-2,0.0,,,,,,,
41904-4,0.0,,,,,,,
42132-1,6.0,14561205.666666666,325127.2861263211,14180782.0,14348607.25,14534838.5,14685366.0,15094703.0
42176-8,1.0,0.436,,0.436,0.436,0.436,0.436,0.436
42186-7,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
42242-8,0.0,,,,,,,
42248-5,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
42254-3,0.0,,,,,,,
42274-1,2.0,14600904.0,289309.91109535116,14396331.0,14498617.5,14600904.0,14703190.5,14805477.0
42719-5,58.0,0.7017241379310345,1.2166233656284526,0.2,0.3,0.4,0.6,7.4
42757-5,73.0,0.07534246575342465,0.31313860168631047,0.0,0.0,0.01,0.02,2.17
42938-1,0.0,,,,,,,
42939-9,0.0,,,,,,,
43231-0,1.0,1.2,,1.2,1.2,1.2,1.2,1.2
43304-5,0.0,,,,,,,
43305-2,0.0,,,,,,,
43396-1,114.0,121.00877192982456,41.0629768035054,36.0,91.0,116.0,154.75,221.0
43399-5,0.0,,,,,,,
43403-5,0.0,,,,,,,
43404-3,0.0,,,,,,,
43583-4,1.0,46.0,,46.0,46.0,46.0,46.0,46.0
43810-1,0.0,,,,,,,
43913-3,0.0,,,,,,,
43993-5,31.0,27.870967741935484,6.141345864894605,12.0,24.5,28.0,32.0,41.0
44099-0,0.0,,,,,,,
44250-9,0.0,,,,,,,
44251-7,0.0,,,,,,,
44252-5,0.0,,,,,,,
44253-3,0.0,,,,,,,
44254-1,0.0,,,,,,,
44255-8,0.0,,,,,,,
44258-2,0.0,,,,,,,
44259-0,0.0,,,,,,,
44260-8,0.0,,,,,,,
44261-6,91.0,7.4945054945054945,6.066984655354157,0.0,2.0,7.0,11.0,24.0
44293-9,1.0,0.37,,0.37,0.37,0.37,0.37,0.37
44309-3,1.0,12.22,,12.22,12.22,12.22,12.22,12.22
44446-3,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
44448-9,2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
44525-4,0.0,,,,,,,
44604-7,0.0,,,,,,,
44706-0,2.0,10.5,3.5355339059327378,8.0,9.25,10.5,11.75,13.0
4477-6,1.0,31.0,,31.0,31.0,31.0,31.0,31.0
